input,title,answers,url
socket error,How to concatenate string variables in Bash,general concatenate two variables write one another,https://stackoverflow.com/questions/4181703
socket error,Determine whether an array contains a value,jquery utility function returns index returns contain see also check array includes object javascript,https://stackoverflow.com/questions/1181575
socket error,Why there are two ways to unstage a file in Git?,unstage file actually stages removal file repo assuming already committed leaves file working tree leaving untracked file unstage staged changes given file said used new file staged would basically look like unstaged since never committed update git newer version git use instead see git docs,https://stackoverflow.com/questions/6919121
java version ,Download a specific tag with Git,give whole repository clone list tags checkout specific tag even better checkout create branch otherwise branch named revision number tag,https://stackoverflow.com/questions/791959
java version ,What are the correct version numbers for C#?,c# language version history versions c# known time writing c# released net vs january c# bizarrely enough released net vs april first version call implemented small features c# released net vs november major new features generics anonymous methods nullable types iterator blocks c# released net vs november major new features lambda expressions extension methods expression trees anonymous types implicit typing query expressions c# released net vs april major new features late binding delegate interface generic variance com support named arguments tuple data type optional parameters c# released net vs august major features async programming caller info attributes breaking change loop variable closure c# released net vs july implemented roslyn features initializers automatically implemented properties using directives import static members exception filters element initializers extension methods collection initializers c# released net vs march major new features tuples ref locals ref return pattern matching including pattern based switch statements inline parameter declarations local functions binary literals digit separators arbitrary async returns c# released vs august new features async main tuple member name inference default expression pattern matching generics c# released vs november new features private protected access modifier span lt gt aka interior pointer aka stackonly struct everything else c# released vs may new features enum delegate generic type constraints reassignment unsafe improvements initialization unpinned indexed buffers custom statements improved overloading resolution expression variables initializers queries defined tuples auto properties backing fields targeted attributes c# released net core vs september major new features nullable reference types asynchronous streams indices ranges readonly members using declarations default interface methods static local functions enhancement interpolated verbatim strings c# released net vs november major new features init properties records expressions data classes positional records top level programs improved pattern matching simple type patterns relational patterns logical patterns improved target typing target type expressions target typed covariant returns minor features relax ordering modifiers parameter null checking lambda discard parameters native attributes local functions function pointers static lambdas extension module initializers extending partial c# released net november major new features record structs struct parameterless constructors interpolated string handlers global directives file scoped namespace declarations extended property patterns const interpolated strings mixed assignment declaration deconstruction async method builders via attributes individual methods attribute parameters enhanced pragmas response op question correct version numbers c# came find answers c# thing c# cause confusion c# present net language framework versioned independently however clr version net net introducing clr service packs notwithstanding clr net various improvements versioning unclear places may referred clr msdn page used refer way example property still reports xxx may c# language team created history c# versions features github repository features added c# language versions also page tracks upcoming recently implemented language features,https://stackoverflow.com/questions/247621
java version ,Why does Java have transient fields?,keyword java used indicate field part serialization means saved like file process java language specification java se edition section fields variables may marked indicate part persistent state object example may fields derived fields done programmatically rather state persisted via serialization class contains image thumbnail derived image example thumbnail image generated invoking method field marked original serialized rather persisting original image thumbnail image means less storage would needed save serialized object course may may desirable depending requirements system example time deserialization method called perform operations necessary restore state object back state serialization occurred thumbnail needs generated method overridden thumbnail generated calling method additional information article discover secrets java serialization api originally available sun developer network section discusses use presents scenario keyword used prevent serialization certain fields,https://stackoverflow.com/questions/910374
java version ,Homebrew install specific version of formula?,tldr see answer details edited answer give thorough workflow installing using older software versions homebrew feel free add note found old version better let start simplest case check whether version already installed activated homebrew installs new formula puts versioned directory like symbolic links folder installed globally principle makes pretty easy switch two installed versions using homebrew longer never removed older versions using example chances older version program may still around want simply activate previous version easiest way check whether older version installed see older version already installed may activate using let double check activated note star moved newly activated version please note works long dependencies older version still around cases rebuild older version may become necessary therefore using mostly useful one wants switch two versions far apart check whether version available tap especially larger software projects probably high enough demand several potentially api incompatible major versions certain piece software march homebrew provides mechanism amp homebrew versions repository versions repository may include backports older versions several formulae mostly large famous ones course also several formulae postgresql show look simply install typing note automatically tapped tap check remove following would equivalent long backported version formulae stay date approach probably best way deal older software try formula past following approaches listed mostly completeness try resurrect undead formula brew repository due changed dependencies api changes formula spec simply change download url things may may work since whole formula directory git repository one install specific versions using plain git commands however need find way get commit old version available historic times august october homebrew command spat available versions respective sha hashes october use name tap suggests probably last resort see advises using homebrew spits versions find internal heuristic shows way retrieve old formulae let try older postgresql version installed install latest formula order keep repository clean friend change old new prehistoric times special needs may also try digging homebrew repo looks commits string either added removed file get two commits result obviously commit interested commit pretty old try downgrade complete homebrew installation way formula api less guaranteed valid may skip last command keep reference git repository one note checking older commit temporarily downgrade homebrew installation careful commands homebrew might different recent version manually write formula hard may upload repository used homebrew versions discontinued bonus pinning want keep certain version say postgresql around stop updated natural procedure pin formula pinned formulae listed want bring latest changes updates unpin,https://stackoverflow.com/questions/3987683
java version ,How do I efficiently iterate over each entry in a Java Map?,java,https://stackoverflow.com/questions/46898
java version ,Use different Python version with virtualenv,note python see aelfinn answer use short option creating virtualenv instance specify python executable want use,https://stackoverflow.com/questions/1534210
java version ,"Is Java ""pass-by-reference"" or ""pass-by-value""?",terms quot pass value quot quot pass reference quot special precisely defined meanings computer science meanings differ intuition many people first hearing terms much confusion discussion seems come fact terms quot pass value quot quot pass reference quot talking variables pass value means value variable passed function method pass reference means reference variable passed function latter gives function way change contents variable definitions java always pass value unfortunately deal variables holding objects really dealing object handles called references passed value well terminology semantics easily confuse many beginners goes like example still return value within changed function object reference passed value passed reference would return call likewise example dog name call object name set inside operations performs practical purposes performed possible change value variable information pass reference pass value consult following answer https stackoverflow com explains thoroughly semantics history behind two also explains java many modern languages appear certain cases,https://stackoverflow.com/questions/40480
java version ,How do I declare and initialize an array in Java?,either use array declaration array literal declare affect variable right away array literals cannot used assigning array primitive types classes example third way initializing useful declare array first initialize pass array function argument return array explicit type required,https://stackoverflow.com/questions/1200621
java version ,How do I break out of nested loops in Java?,like answerers would definitely prefer put loops different method point return stop iterating completely answer shows requirements question met use label outer loop example prints,https://stackoverflow.com/questions/886955
java version ,How can I create a memory leak in Java?,good way create true memory leak objects inaccessible running code still stored memory pure java application creates long running thread use thread pool leak even faster thread loads class via optionally custom class allocates large chunk memory stores strong reference static field stores reference allocating extra memory optional leaking class instance enough make leak work much faster application clears references custom class loaded repeat due way implemented oracle jdk creates memory leak private field actually stores thread local values key map weak reference object object garbage collected entry removed map value strong reference value directly indirectly points object key object neither garbage collected removed map long thread lives example chain strong references looks like object map instance example class example class static field object really play role creating leak makes leak worse additional reference chain example class classes loaded even worse many jvm implementations especially prior java classes allocated straight permgen never garbage collected variation pattern application containers like tomcat leak memory like sieve frequently redeploy applications happen use way point back happen number subtle reasons often hard debug fix update since lots people keep asking example code shows behavior action,https://stackoverflow.com/questions/6470651
python version,Use different Python version with virtualenv,note python see aelfinn answer use short option creating virtualenv instance specify python executable want use,https://stackoverflow.com/questions/1534210
python version,Download a specific tag with Git,give whole repository clone list tags checkout specific tag even better checkout create branch otherwise branch named revision number tag,https://stackoverflow.com/questions/791959
python version,What are the correct version numbers for C#?,c# language version history versions c# known time writing c# released net vs january c# bizarrely enough released net vs april first version call implemented small features c# released net vs november major new features generics anonymous methods nullable types iterator blocks c# released net vs november major new features lambda expressions extension methods expression trees anonymous types implicit typing query expressions c# released net vs april major new features late binding delegate interface generic variance com support named arguments tuple data type optional parameters c# released net vs august major features async programming caller info attributes breaking change loop variable closure c# released net vs july implemented roslyn features initializers automatically implemented properties using directives import static members exception filters element initializers extension methods collection initializers c# released net vs march major new features tuples ref locals ref return pattern matching including pattern based switch statements inline parameter declarations local functions binary literals digit separators arbitrary async returns c# released vs august new features async main tuple member name inference default expression pattern matching generics c# released vs november new features private protected access modifier span lt gt aka interior pointer aka stackonly struct everything else c# released vs may new features enum delegate generic type constraints reassignment unsafe improvements initialization unpinned indexed buffers custom statements improved overloading resolution expression variables initializers queries defined tuples auto properties backing fields targeted attributes c# released net core vs september major new features nullable reference types asynchronous streams indices ranges readonly members using declarations default interface methods static local functions enhancement interpolated verbatim strings c# released net vs november major new features init properties records expressions data classes positional records top level programs improved pattern matching simple type patterns relational patterns logical patterns improved target typing target type expressions target typed covariant returns minor features relax ordering modifiers parameter null checking lambda discard parameters native attributes local functions function pointers static lambdas extension module initializers extending partial c# released net november major new features record structs struct parameterless constructors interpolated string handlers global directives file scoped namespace declarations extended property patterns const interpolated strings mixed assignment declaration deconstruction async method builders via attributes individual methods attribute parameters enhanced pragmas response op question correct version numbers c# came find answers c# thing c# cause confusion c# present net language framework versioned independently however clr version net net introducing clr service packs notwithstanding clr net various improvements versioning unclear places may referred clr msdn page used refer way example property still reports xxx may c# language team created history c# versions features github repository features added c# language versions also page tracks upcoming recently implemented language features,https://stackoverflow.com/questions/247621
python version,Homebrew install specific version of formula?,tldr see answer details edited answer give thorough workflow installing using older software versions homebrew feel free add note found old version better let start simplest case check whether version already installed activated homebrew installs new formula puts versioned directory like symbolic links folder installed globally principle makes pretty easy switch two installed versions using homebrew longer never removed older versions using example chances older version program may still around want simply activate previous version easiest way check whether older version installed see older version already installed may activate using let double check activated note star moved newly activated version please note works long dependencies older version still around cases rebuild older version may become necessary therefore using mostly useful one wants switch two versions far apart check whether version available tap especially larger software projects probably high enough demand several potentially api incompatible major versions certain piece software march homebrew provides mechanism amp homebrew versions repository versions repository may include backports older versions several formulae mostly large famous ones course also several formulae postgresql show look simply install typing note automatically tapped tap check remove following would equivalent long backported version formulae stay date approach probably best way deal older software try formula past following approaches listed mostly completeness try resurrect undead formula brew repository due changed dependencies api changes formula spec simply change download url things may may work since whole formula directory git repository one install specific versions using plain git commands however need find way get commit old version available historic times august october homebrew command spat available versions respective sha hashes october use name tap suggests probably last resort see advises using homebrew spits versions find internal heuristic shows way retrieve old formulae let try older postgresql version installed install latest formula order keep repository clean friend change old new prehistoric times special needs may also try digging homebrew repo looks commits string either added removed file get two commits result obviously commit interested commit pretty old try downgrade complete homebrew installation way formula api less guaranteed valid may skip last command keep reference git repository one note checking older commit temporarily downgrade homebrew installation careful commands homebrew might different recent version manually write formula hard may upload repository used homebrew versions discontinued bonus pinning want keep certain version say postgresql around stop updated natural procedure pin formula pinned formulae listed want bring latest changes updates unpin,https://stackoverflow.com/questions/3987683
python version,Manually raising (throwing) an exception in Python,manually throw raise exception python use specific exception constructor semantically fits issue specific message raise generic exceptions avoid raising generic catch catch specific exceptions subclass problem hiding bugs example problem catch specific catches catch general exception best practices statement instead use specific exception constructor semantically fits issue also handily allows arbitrary number arguments passed constructor arguments accessed attribute object example prints python actual attribute added favor encouraging users subclass exceptions stop using introduction original deprecation args retracted best practices clause inside except clause might want example log specific type error happened raise best way preserving stack trace use bare raise statement example modify errors insist preserve stacktrace error value way error prone compatibility problems python prefer use bare raise explain returns type value traceback syntax python note compatible python want modify happens new raise setting new instance preserved whole traceback modifying args note best practice invalid syntax python making keeping compatibility much harder work around python avoid manually manipulating tracebacks less efficient error prone using threading may even get wrong traceback especially using exception handling control flow would personally tend avoid python exception chaining python chain exceptions preserve tracebacks aware allow changing error type raised compatible python deprecated methods easily hide even get production code want raise exception raise exception one intended valid python python following valid much older versions python lower may still see people raising strings modern versions actually raise raising type checking right exception reviewer aware issue could get production example usage raise exceptions warn consumers api using incorrectly create error types apropos quot want make error purpose would go except quot create error types want indicate something specific wrong application subclass appropriate point exception hierarchy usage,https://stackoverflow.com/questions/2052390
python version,Replacements for switch statement in Python?,original answer written since python introduced statement provides first class implementation quot switch quot python example statement considerably powerful simple example could use dictionary,https://stackoverflow.com/questions/60208
python version,Is there a way to run Python on Android?,one way use kivy open source python library rapid development applications make use innovative user interfaces multi touch apps kivy runs linux windows os android ios run python code supported platforms kivy showcase app,https://stackoverflow.com/questions/101754
python version,How do I profile a Python script?,python includes profiler called cprofile gives total running time also times function separately tells many times function called making easy determine make optimizations call within code interpreter like even usefully invoke cprofile running script make even easier made little batch file called profile bat run get edit updated link good video resource pycon titled python profiling also via youtube,https://stackoverflow.com/questions/582336
python version,How can I use threading in Python?,since question asked real simplification simple multithreading python map pool code comes article blog post definitely check affiliation parallelism one line better model day day threading tasks summarize ends lines code multithreaded version description map cool little function key easily injecting parallelism python code unfamiliar map something lifted functional languages like lisp function maps another function sequence map handles iteration sequence us applies function stores results handy list end implementation parallel versions map function provided two libraries multiprocessing also little known equally fantastic step child multiprocessing dummy exactly multiprocessing module uses threads instead important distinction use multiple processes cpu intensive tasks threads multiprocessing dummy replicates api multiprocessing wrapper around threading module timing results passing multiple arguments works like python later pass multiple arrays pass constant array using earlier version python pass multiple arguments via workaround thanks user helpful comment,https://stackoverflow.com/questions/2846653
python version,"What is the Python 3 equivalent of ""python -m SimpleHTTPServer""",docs module merged python tool automatically adapt imports converting sources command depending installation,https://stackoverflow.com/questions/7943751
undo recent commit,How do I revert a Git repository to a previous commit?,depends lot mean quot revert quot temporarily switch different commit want temporarily go back fool around come back check desired commit want make commits go ahead make new branch go back check branch made changes always switching branches deal appropriate could reset throw away could stash checkout stash pop take could commit branch want branch hard delete unpublished commits hand want really get rid everything done since two possibilities one published commits simply reset mess already thrown away local changes least get back resetting undo published commits new commits hand published work probably want reset branch since effectively rewriting history case could indeed revert commits git revert specific meaning create commit reverse patch cancel way rewrite history manpage actually covers lot description another useful link git scm com section discussing git revert decide want revert revert revert described reset back revert see previous section may also find answer helpful case move head back previous location detached head amp undo commits,https://stackoverflow.com/questions/4114095
undo recent commit,How to change the commit author for a single commit?,interactive rebase point earlier history commit need modify list commits rebased change text next hash one want modify git prompts change commit use example commit history want change author would specify example see executing command need edit use change lines exit editor vim would pressing esc typing rebase started would first pause would would pause would rebase would complete use update origin updated commits,https://stackoverflow.com/questions/3042437
undo recent commit,How can I generate a Git patch for a specific commit?,try according documentation link flag tells git many commits included patch lt gt prepare patches topmost commits apply patch command,https://stackoverflow.com/questions/6658313
undo recent commit,Commit only part of a file in Git,use short git break file thinks sensible quot hunks quot portions file prompt question description option stage hunk next commit stage hunk next commit quit stage hunk remaining hunks stage hunk later hunks file stage hunk later hunks file select hunk go search hunk matching given regex leave hunk undecided see next undecided hunk leave hunk undecided see next hunk leave hunk undecided see previous undecided hunk leave hunk undecided see previous hunk split current hunk smaller hunks manually edit current hunk edit hunk manually replacing thanks veksen print hunk help file repository yet first afterwards go afterwards use check staged correct changes unstage mistakenly added hunks view commit edit commit message note far different command whose purpose parse commit data files reference future git tools interactive staging,https://stackoverflow.com/questions/1085162
undo recent commit,How to grep (search) committed code in the Git history,search commit content actual lines source opposed commit messages like need work run argument list long error want limit search subtree instance lib util need pass subcommand well grep commit text reason passing path commands return revisions list changes happened also need pass search imagine following scenario might find files contained revision returned even change file revision useful ways searching source search working tree text matching regular expression regexp search working tree lines text matching regular expression regexp regexp search working tree lines text matching regular expression regexp regexp reporting file paths search working tree files lines text matching regular expression regexp lines text matching regular expression regexp search working tree changed lines text matching pattern search revisions text matching regular expression regexp search revisions rev rev text matching regular expression regexp,https://stackoverflow.com/questions/2928584
undo recent commit,How can I see the changes in a Git commit?,see diff particular hash hash commit show difference ancestor see man pages git diff details command gitrevisions notation friends alternatively something similar commit data including diff merge commits see git show manpage also show difference head,https://stackoverflow.com/questions/17563726
undo recent commit,How can I merge multiple commits onto another branch as a single squashed commit?,say bug fix branch called want merge take commits branch squash commit merge branch explanation switches branch takes commits branch groups commit current branch merge commit appears could resolve conflicts manually following commit creates single commit merged changes omitting parameter lets modify draft commit message containing every message squashed commits finalizing commit,https://stackoverflow.com/questions/5308816
undo recent commit,How do I get the hash for the current commit in Git?,turn extended object reference hash use retrieve short hash turn references branches tags hashes use,https://stackoverflow.com/questions/949314
undo recent commit,Break a previous commit into multiple commits,first start clean working directory show pending modifications deletions additions decide commit want split splitting recent commit split apart recent commit first commit pieces individually usual way producing many commits need splitting commit farther back requires rebasing rewriting history specify correct commit several choices three commits back many commits back farther back tree want count sha commit want split different branch feature branch want merge get rebase edit screen find commit want break apart beginning line replace short save buffer exit rebase stop commit want edit commit pieces individually usual way producing many commits need finally,https://stackoverflow.com/questions/6217156
undo recent commit,How do I find and restore a deleted file in a Git repository?,find last commit affected given path file head commit previous commit must deleted checkout version commit using caret symbol one command file question using zsh extended glob option enabled caret symbol work use instead,https://stackoverflow.com/questions/953481
git branch,How can I merge multiple commits onto another branch as a single squashed commit?,say bug fix branch called want merge take commits branch squash commit merge branch explanation switches branch takes commits branch groups commit current branch merge commit appears could resolve conflicts manually following commit creates single commit merged changes omitting parameter lets modify draft commit message containing every message squashed commits finalizing commit,https://stackoverflow.com/questions/5308816
git branch,"How to replace master branch in Git, entirely, from another branch?",able use merge strategy overwrite master seotweaks like result master essentially seotweaks short docs strategy resolves number heads resulting tree merge always current branch head effectively ignoring changes branches meant used supersede old development history side branches note different xours option recursive merge strategy update comments get fatal change second line git,https://stackoverflow.com/questions/2862590
git branch,Make the current Git branch a master branch,problem two answers new master old master ancestor push everyone else get messed want want history little clearer would recommend adding information merge commit message make clear done change second line,https://stackoverflow.com/questions/2763006
git branch,Create a branch in Git from another branch,like method link posted look git flow set scripts created workflow answer question creates myfeature branch dev work merge changes dev without fast forward push changes server see want,https://stackoverflow.com/questions/4470523
git branch,How to get just one file from another branch?,see also git undo changes one file update august git new commands would default working tree restored want update index well meaning restore file content add index one command jakub nar bski mentions comments works except detailed question quot retrieve single file specific revision git quot need use full path root directory repo hence path app js used jakub example frosty mentions comment get recent state app js actually reference revision want illustrated question quot git checkout revision file git gui quot would filename full path versioned file shown schmijos adds comments also stash useful working two branches want commit,https://stackoverflow.com/questions/2364147
git branch,Can I recover a branch after its deletion in Git?,yes able find sha commit tip deleted branch commit recreate branch credit cascabel condensed one liner version snowcrash obtain sha deleted branch see something like terminal use one liner,https://stackoverflow.com/questions/3640764
git branch,How to compare a local Git branch with its remote branch,example course said remote tracking branch need first need date information branches remote repository,https://stackoverflow.com/questions/1800783
git branch,How do I check out a remote Git branch?,answer split depending whether one remote repository configured multiple reason single remote case commands simplified less ambiguity updated git older versions see section end one remote cases start fetching remote repository make sure latest changes downloaded fetch remote branches see branches available checkout branches start thought read copies remote branches work branch need create local branch done git command since git giving name remote branch minus remote name case git guessing disabled trying checkout track remote branch name multiple remotes case multiple remote repositories exist remote repository needs explicitly named start fetching latest remote changes fetch remote branches see branches available checkout remote branches hand need check branch interested create new local branch information using also created image share differences look fetch works also different pull prior git added git prior used switch branches checkout single remote repository multiple remote repositories configured becomes bit longer,https://stackoverflow.com/questions/1783405
git branch,Undoing a git rebase,easiest way would find head commit branch immediately rebase started reflog reset current branch usual caveats absolutely sure reseting option suppose old commit ref log windows may need quote reference check history candidate old head windows disabled per branch reflogs able simply rebase detaches branch head reattaching final head would double check though verified recently per default reflogs activated non bare repositories,https://stackoverflow.com/questions/134882
git branch,How do I diff the same file between two different commits on the same branch?,manpage instance see difference file main two commits back three equivalent commands,https://stackoverflow.com/questions/3338126
delete a git branch locally,How do I delete a Git branch locally and remotely?,executive summary note cases delete local branch delete local branch use one following option alias deletes branch already fully merged upstream branch option alias deletes branch quot irrespective merged status quot source git delete learned honor force flag receive error try delete currently selected branch delete remote branch git delete remote branch using might easier remember added git quot delete remote branch tag quot starting git also use option alias therefore version git installed dictate whether need use easier harder syntax delete remote branch original answer jan chapter pro git scott chacon deleting remote branches suppose done remote branch say collaborators finished feature merged remote main branch whatever branch stable code line delete remote branch using rather obtuse syntax want delete server fix branch server run following boom branches server may want dog ear page need command likely forget syntax way remember command recalling syntax went bit earlier leave portion basically saying take nothing side make issued worked beautifully scott chacon right want dog ear page virtually dog ear answering stack overflow execute machines propagate changes,https://stackoverflow.com/questions/2003505
delete a git branch locally,How can I delete all of my Git stashes at once?,following command deletes stashes git documentation remove stashed states important warning states subject pruning may impossible recover,https://stackoverflow.com/questions/11369375
delete a git branch locally,How can I merge multiple commits onto another branch as a single squashed commit?,say bug fix branch called want merge take commits branch squash commit merge branch explanation switches branch takes commits branch groups commit current branch merge commit appears could resolve conflicts manually following commit creates single commit merged changes omitting parameter lets modify draft commit message containing every message squashed commits finalizing commit,https://stackoverflow.com/questions/5308816
delete a git branch locally,How do I delete all Git branches which have been merged?,note add branches exclude like master dev workflow possible ancestor usually branch quot sprint start quot tag master dev qa ancestors first list locally tracking branches merged remote consider using flag list remote tracking branches might see branches want remove add arguments skip important branches want delete like master develop following command skip master branch anything dev want skip add egrep command like following branch deleted delete local branches already merged currently checked branch see master dev excluded case ancestor delete merged local branch merged use delete remote use delete branch remote prune get rid remote tracking branches prune individual remote tracking branches answer suggests,https://stackoverflow.com/questions/6127328
delete a git branch locally,Move the most recent commit(s) to a new branch with Git,moving existing branch want move commits existing branch look like store uncommitted edits stash using complete retrieve stashed uncommitted edits moving new branch warning method works creating new branch first command want move commits existing branch need merge changes existing branch executing see moving existing branch merge changes first lost unless circumstances involved easily done branching rolling back make sure many commits go back alternatively instead simply provide hash commit reference like origin master want quot revert back quot master current branch quot losing quot commits master branch worry commits newbranch lastly may need force push latest changes main repo warning git version later later new branch upon original branch may need explicit option rebase avoid losing carried commits set makes likely see john mellor answer details,https://stackoverflow.com/questions/1628563
delete a git branch locally,"How to replace master branch in Git, entirely, from another branch?",able use merge strategy overwrite master seotweaks like result master essentially seotweaks short docs strategy resolves number heads resulting tree merge always current branch head effectively ignoring changes branches meant used supersede old development history side branches note different xours option recursive merge strategy update comments get fatal change second line git,https://stackoverflow.com/questions/2862590
delete a git branch locally,Make the current Git branch a master branch,problem two answers new master old master ancestor push everyone else get messed want want history little clearer would recommend adding information merge commit message make clear done change second line,https://stackoverflow.com/questions/2763006
delete a git branch locally,Can I recover a branch after its deletion in Git?,yes able find sha commit tip deleted branch commit recreate branch credit cascabel condensed one liner version snowcrash obtain sha deleted branch see something like terminal use one liner,https://stackoverflow.com/questions/3640764
delete a git branch locally,How can I delete using INNER JOIN with SQL Server?,need specify table deleting version alias,https://stackoverflow.com/questions/16481379
delete a git branch locally,How to get just one file from another branch?,see also git undo changes one file update august git new commands would default working tree restored want update index well meaning restore file content add index one command jakub nar bski mentions comments works except detailed question quot retrieve single file specific revision git quot need use full path root directory repo hence path app js used jakub example frosty mentions comment get recent state app js actually reference revision want illustrated question quot git checkout revision file git gui quot would filename full path versioned file shown schmijos adds comments also stash useful working two branches want commit,https://stackoverflow.com/questions/2364147
java array,How do I declare and initialize an array in Java?,either use array declaration array literal declare affect variable right away array literals cannot used assigning array primitive types classes example third way initializing useful declare array first initialize pass array function argument return array explicit type required,https://stackoverflow.com/questions/1200621
java array,Why does Java have transient fields?,keyword java used indicate field part serialization means saved like file process java language specification java se edition section fields variables may marked indicate part persistent state object example may fields derived fields done programmatically rather state persisted via serialization class contains image thumbnail derived image example thumbnail image generated invoking method field marked original serialized rather persisting original image thumbnail image means less storage would needed save serialized object course may may desirable depending requirements system example time deserialization method called perform operations necessary restore state object back state serialization occurred thumbnail needs generated method overridden thumbnail generated calling method additional information article discover secrets java serialization api originally available sun developer network section discusses use presents scenario keyword used prevent serialization certain fields,https://stackoverflow.com/questions/910374
java array,"Is Java ""pass-by-reference"" or ""pass-by-value""?",terms quot pass value quot quot pass reference quot special precisely defined meanings computer science meanings differ intuition many people first hearing terms much confusion discussion seems come fact terms quot pass value quot quot pass reference quot talking variables pass value means value variable passed function method pass reference means reference variable passed function latter gives function way change contents variable definitions java always pass value unfortunately deal variables holding objects really dealing object handles called references passed value well terminology semantics easily confuse many beginners goes like example still return value within changed function object reference passed value passed reference would return call likewise example dog name call object name set inside operations performs practical purposes performed possible change value variable information pass reference pass value consult following answer https stackoverflow com explains thoroughly semantics history behind two also explains java many modern languages appear certain cases,https://stackoverflow.com/questions/40480
java array,What's the simplest way to print a Java array?,since java use arrays within arrays note version calls object array output even decorated exact way asking examples simple array output nested array output array output array output,https://stackoverflow.com/questions/409784
java array,Loop through an array in JavaScript,three main options detailed examples sequential loop pros works every environment use flow control statements cons verbose imperative easy one errors sometimes also called fence post error es specification introduced lot beneficial array methods one gave us concise way iterate array almost ten years time writing es specification released dec implemented nearly modern engines desktop server mobile environments safe use es arrow function syntax even succinct arrow functions also widely implemented unless plan support ancient platforms internet explorer also safe go pros short succinct declarative cons cannot use normally replace need imperative loops filtering array elements iterating example keep mind iterating array build another array use seen anti pattern many times anti pattern proper use case map also trying reduce array value example want sum array numbers use reduce method anti pattern proper use reduce es statement es standard introduces concept iterable objects defines new construct traversing data statement statement works kind iterable object also generators object property array objects definition built iterables es use statement pros iterate large variety objects use normal flow control statements useful iterate serially asynchronous values cons targeting older browsers transpiled output might surprise use zipcodeman suggests use statement iterating arrays avoided statement meant enumerate object properties used array like objects order iteration guaranteed array indexes may visited numeric order inherited properties also enumerated second point give lot problems example extend object include method property also enumerated example code console log quot quot quot quot quot quot quot foo quot particularly problem use library relies heavily native prototypes augmentation mootools statement said enumerate object properties example example method allows enumerate properties properties object physically inherited properties would recommend read following article enumeration vs iteration,https://stackoverflow.com/questions/3010840
